book_id,goodreads_book_id,best_book_id,work_id,books_count,isbn,isbn13,authors,original_publication_year,original_title,title
204,5326,5326,3097440,2380,1561797464,9.78156E+12,Charles Dickens,1843,A Christmas Carol,A Christmas Carol
205,43763,43763,873132,189,345476875,9.78035E+12,Anne Rice,1976,Interview with the Vampire,"Interview with the Vampire (The Vampire Chronicles, #1)"
206,10507293,10507293,15413183,93,62059939,9.78006E+12,Kiera Cass,2012,The Selection,"The Selection (The Selection, #1)"
207,6853,6853,1486401,109,312362080,9.78031E+12,Janet Evanovich,1994,One for the Money,"One for the Money (Stephanie Plum, #1)"
208,6493208,6493208,6684634,66,1400052173,9.7814E+12,Rebecca Skloot,2010,The Immortal Life of Henrietta Lacks,The Immortal Life of Henrietta Lacks
209,23807,23807,22533,187,99446782,9.7801E+12,Thomas Harris,1988,The Silence of the Lambs,"The Silence of the Lambs  (Hannibal Lecter, #2)"
210,345627,345627,335933,132,159514174X,9.7816E+12,Richelle Mead,2007,,"Vampire Academy (Vampire Academy, #1)"
211,40102,40102,1180927,116,316010669,9.78032E+12,Malcolm Gladwell,2005,Blink: The Power of Thinking Without Thinking,Blink: The Power of Thinking Without Thinking
212,6867,6867,2307233,155,038572179X,9.78039E+12,Ian McEwan,2001,Atonement,Atonement
213,485894,485894,2373750,1316,553213695,9.78055E+12,"Franz Kafka, Stanley Corngold",1915,Die Verwandlung,The Metamorphosis
214,561456,561456,2936530,94,141382899,9.78014E+12,Rick Riordan,2007,The Titan's Curse,"The Titan's Curse (Percy Jackson and the Olympians, #3)"
215,9969571,9969571,14863741,112,030788743X,9.78031E+12,Ernest Cline,2011,,Ready Player One
216,3153910,3153910,3175590,90,1554681723,9.78155E+12,Garth Stein,2006,The Art of Racing in the Rain,The Art of Racing in the Rain
217,21996,21996,3486041,70,739303406,9.78074E+12,"Erik Larson, Tony Goldwyn",2003,"The Devil in the White City: Murder, Magic, and Madness at the Fair that Changed America","The Devil in the White City: Murder, Magic, and Madness at the Fair That Changed America"
218,13572249,20448515,18973111,96,425263908,9.78043E+12,Sylvia Day,2012,Bared to You,"Bared to You (Crossfire, #1)"
219,11127,11127,781271,270,66238501,9.78007E+12,"C.S. Lewis, Pauline Baynes",1956,The Chronicles of Narnia,"The Chronicles of Narnia (Chronicles of Narnia, #1-7)"
220,3609760,3609760,3652511,20,316043133,9.78032E+12,Mark Cotta Vaz,,Twilight: The Complete Illustrated Movie Companion,Twilight: The Complete Illustrated Movie Companion
221,60748,60748,59104,74,1558743669,9.78156E+12,Dave Pelzer,1995,"A Child Called ""It"": One Child's Courage to Survive","A Child Called ""It"" (Dave Pelzer #1)"
222,7869,7869,859111,143,752864327,9.78075E+12,Robert Ludlum,1980,The Bourne Identity,"The Bourne Identity (Jason Bourne, #1)"
223,249747,249747,1334778,163,786817879,9.78079E+12,Eoin Colfer,2001,Artemis Fowl,"Artemis Fowl (Artemis Fowl, #1)"
224,6487308,6487308,6678670,97,385738935,9.78039E+12,Lauren Kate,2009,Fallen,"Fallen (Fallen, #1)"
225,4406,4406,2574991,81,142000655,9.78014E+12,John Steinbeck,1952,East of Eden  ,East of Eden
226,5886881,5886881,6873353,131,307341569,9.78031E+12,Gillian Flynn,2009,Dark Places,Dark Places
227,5359,5359,137715,134,385339089,9.78039E+12,John Grisham,1993,The Client,The Client
228,228333,228333,221139,84,312291639,9.78031E+12,"Emma McLaughlin, Nicola Kraus",2002,The Nanny Diaries,"The Nanny Diaries (Nanny, #1)"
229,24213,24213,2375385,845,451527747,9.78045E+12,"Lewis Carroll, John Tenniel, Martin Gardner",1865,Alice's Adventures in Wonderland,Alice's Adventures in Wonderland & Through the Looking-Glass
230,2156,2156,2534720,1451,192802631,9.78019E+12,"Jane Austen, James Kinsley, Deidre Shauna Lynch",1817,Persuasion,Persuasion
231,556602,556602,2523229,117,312370830,9.78031E+12,Tatiana de Rosnay,2007,Elle s'appelait Sarah,Sarah's Key
232,43615,43615,46575,213,452284694,9.78045E+12,Stephen King,1982,The Gunslinger,"The Gunslinger (The Dark Tower, #1)"
233,9712,9712,3285349,347,140003468X,9.7814E+12,"Gabriel García Márquez, Edith Grossman",1985,El amor en los tiempos del cólera,Love in the Time of Cholera
234,439288,439288,118521,87,014131088X,9.78014E+12,Laurie Halse Anderson,1999,Speak,Speak
235,17802724,17802724,23986788,95,399159347,9.7804E+12,Liane Moriarty,2013,The Husband's Secret ,The Husband's Secret
236,1898,1898,1816662,101,385494785,9.78039E+12,Jon Krakauer,1997,Into Thin Air: A Personal Account of the Mt. Everest Disaster,Into Thin Air: A Personal Account of the Mount Everest Disaster
237,10592,10592,1552134,249,1416524304,9.78142E+12,Stephen King,1974,Carrie,Carrie
238,242006,242006,828773,79,031242227X,9.78031E+12,Augusten Burroughs,2002,Running with Scissors,Running with Scissors
239,8908,8908,817,137,307346609,9.78031E+12,Max Brooks,2006,World War Z: An Oral History of the Zombie War,World War Z: An Oral History of the Zombie War
240,17212231,17212231,23841765,235,385537859,9.78039E+12,Dan Brown,2013,Inferno,"Inferno (Robert Langdon, #4)"
241,47281,47281,2677305,81,440227534,9.78044E+12,Lois Lowry,1989,Number the Stars,Number the Stars
242,13145,13145,3373984,122,446692638,9.78045E+12,James Patterson,1993,Along Came a Spider,"Along Came a Spider (Alex Cross, #1)"
243,10614,10614,3230869,197,450417395,9.78045E+12,Stephen King,1987,Misery,Misery
244,66559,18045891,3801,136,307341542,9.78031E+12,Gillian Flynn,2006,Sharp Objects,Sharp Objects
245,2839,2839,2237401,125,439366771,9.78044E+12,Katherine Paterson,1977,Bridge to Terabithia,Bridge to Terabithia
246,30183,30183,30573,97,312360266,9.78031E+12,"P.C. Cast, Kristin Cast",2007,Marked,"Marked (House of Night, #1)"
247,36072,36072,6277,250,743269519,9.78074E+12,Stephen R. Covey,1989,The 7 Habits of Highly Effective People,The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change
248,1622,1622,894834,1379,743477545,9.78074E+12,"William Shakespeare, Barbara A. Mowat, Paul Werstine, Catherine Belsey",1595,A Midsummer Night's Dream,A Midsummer Night's Dream
249,4588,4588,1940137,104,618711651,9.78062E+12,Jonathan Safran Foer,2005,Extremely Loud and Incredibly Close,Extremely Loud and Incredibly Close
250,11387515,11387515,16319487,124,375869026,9.78038E+12,R.J. Palacio,2012,Wonder,Wonder
251,233093,233093,267087,99,039480001X,9.78039E+12,Dr. Seuss,1957,The Cat in the Hat,The Cat in the Hat
252,11235712,11235712,15545385,92,312641893,9.78031E+12,Marissa Meyer,2012,Cinder,"Cinder (The Lunar Chronicles, #1)"
253,16160797,16160797,22002305,48,316206849,9.78032E+12,"Robert Galbraith, J.K. Rowling",2013,The Cuckoo's Calling,"The Cuckoo's Calling (Cormoran Strike, #1)"
254,6068551,6068551,6244926,96,545123267,9.78055E+12,Maggie Stiefvater,2009,Shiver,"Shiver (The Wolves of Mercy Falls, #1)"
255,662,662,817219,147,452011876,9.78045E+12,"Ayn Rand, Leonard Peikoff",1957,Atlas Shrugged,Atlas Shrugged
256,49436,49436,251800,67,143038257,9.78014E+12,"Greg Mortenson, David Oliver Relin",2006,Three Cups of Tea ,Three Cups of Tea: One Man's Mission to Promote Peace ... One School at a Time
257,13023,13023,2933712,4,517223627,9.78052E+12,"Jane Carruth, Lewis Carroll, Rene Cloke",1865,,Alice in Wonderland
258,1232,1232,3209783,279,143034901,9.78014E+12,"Carlos Ruiz Zafón, Lucia Graves",2001,La sombra del viento,"The Shadow of the Wind (The Cemetery of Forgotten Books,  #1)"
259,7631105,7631105,6574198,107,385738757,9.78039E+12,James Dashner,2010,The Scorch Trials,"The Scorch Trials (Maze Runner, #2)"
260,4865,4865,2370171,353,,9.78067E+12,Dale Carnegie,1936,How to Win Friends and Influence People,How to Win Friends and Influence People
261,480479,480479,940760,59,767900383,9.78077E+12,Frances Mayes,1996,Under the Tuscan Sun,Under the Tuscan Sun
262,19486412,19486412,27570886,107,399167064,9.7804E+12,Liane Moriarty,2014,Big Little Lies,Big Little Lies
263,24337,24337,2485462,61,590920685,9.78059E+12,Gail Carson Levine,1997,Ella Enchanted,Ella Enchanted
264,3876,3876,589497,343,743297334,9.78074E+12,Ernest Hemingway,1926,The Sun Also Rises,The Sun Also Rises
265,14891,14891,833257,127,61120073,9.78006E+12,Betty  Smith,1943,A Tree Grows In Brooklyn ,A Tree Grows in Brooklyn
266,13148,13148,881425,111,446677388,9.78045E+12,James Patterson,1995,Kiss the Girls,"Kiss the Girls (Alex Cross, #2)"
267,21853621,21853621,41125521,90,312577222,9.78031E+12,Kristin Hannah,2015,The Nightingale,The Nightingale
268,6334,6334,1499998,159,1400078776,9.7814E+12,Kazuo Ishiguro,2005,Never Let Me Go,Never Let Me Go
269,366522,366522,2742631,17,786890754,9.78079E+12,Cecelia Ahern,2003,"PS, I Love You",P.S. I Love You
270,12873,17899948,46663,306,1844080382,9.78184E+12,"Daphne du Maurier, Sally Beauman",1938,Rebecca,Rebecca
271,18373,18373,3337594,163,156030306,9.78016E+12,Daniel Keyes,1966,Flowers for Algernon,Flowers for Algernon
272,6952,6952,1172473,177,552995878,9.78055E+12,"Laura Esquivel, Thomas  Christensen, Carol Christensen",1989,Como agua para chocolate,Like Water for Chocolate
273,1103,1103,1453585,105,812968069,9.78081E+12,Lisa See,2005,Snow Flower and the Secret Fan,Snow Flower and the Secret Fan
274,22034,22034,266624,259,451205766,9.78045E+12,"Mario Puzo, Robert Thompson, Peter Bart",1969,The Godfather,The Godfather
275,49750,49750,48658,116,525476881,9.78053E+12,John Green,2006,An Abundance of Katherines,An Abundance of Katherines
276,29579,29579,1783981,169,553803719,9.78055E+12,Isaac Asimov,1951,Foundation,Foundation (Foundation #1)
277,15783514,15783514,21500681,109,62255657,9.78006E+12,Neil Gaiman,2013,The Ocean at the End of the Lane,The Ocean at the End of the Lane
278,30118,30118,142009,32,60513063,9.78006E+12,Shel Silverstein,1981,A Light in the Attic,A Light in the Attic
279,29056083,29056083,48765776,95,751565350,9.78075E+12,"John Tiffany, Jack Thorne, J.K. Rowling",2016,"Harry Potter and the Cursed Child, Parts One and Two","Harry Potter and the Cursed Child - Parts One and Two (Harry Potter, #8)"
280,11614718,11614718,10342808,108,61726834,9.78006E+12,Lauren Oliver,2011,Delirium,"Delirium (Delirium, #1)"
281,32499,32499,490324,145,385339704,9.78039E+12,John Grisham,1992,The Pelican Brief,The Pelican Brief
282,17061,17061,2834844,153,61139378,9.78006E+12,Neil Gaiman,2002,Coraline,Coraline
283,12067,12067,4110990,114,60853980,9.78006E+12,"Terry Pratchett, Neil Gaiman",1990,"Good Omens: The Nice and Accurate Prophecies of Agnes Nutter, Witch","Good Omens: The Nice and Accurate Prophecies of Agnes Nutter, Witch"
284,70401,70401,1701188,312,140042598,9.78014E+12,Jack Kerouac,1955,On the Road,On the Road
285,16181775,16181775,22084678,122,1476729085,9.78148E+12,Graeme Simsion,2013,The Rosie Project,"The Rosie Project (Don Tillman, #1)"
286,3063499,3063499,3094402,99,446579939,9.78045E+12,Nicholas Sparks,2008,The Lucky One,The Lucky One
287,2122,2122,3331807,154,451191153,9.78045E+12,"Ayn Rand, Leonard Peikoff",1943,The Fountainhead,The Fountainhead
288,19691,19691,1112006,117,425172902,9.78043E+12,Tom Clancy,1984,The Hunt for Red October,"The Hunt for Red October (Jack Ryan Universe, #4)"
289,76620,76620,1357456,193,038039586X,9.78038E+12,Richard Adams,1972,Watership Down,"Watership Down (Watership Down, #1)"
290,10335308,10335308,15237902,18,307886263,9.78031E+12,Mindy Kaling,2011,Is Everyone Hanging Out Without Me? (And Other Concerns),Is Everyone Hanging Out Without Me? (And Other Concerns)
291,3591262,3591262,3633533,74,375414495,9.78038E+12,Abraham Verghese,2009,Cutting for Stone,Cutting for Stone
292,140225,140225,3349054,299,006112527X,9.78006E+12,"C.S. Lewis, Pauline Baynes",1951,The Voyage of the Dawn Treader,"The Voyage of the Dawn Treader (Chronicles of Narnia, #3)"
293,295,295,3077988,2573,753453800,9.78075E+12,Robert Louis Stevenson,1882,Treasure Island,Treasure Island
294,9520360,9520360,14406312,69,1423140591,9.78142E+12,Rick Riordan,2011,The Son of Neptune ,"The Son of Neptune (The Heroes of Olympus, #2)"
295,10644930,10644930,15553789,145,1451627289,9.78145E+12,Stephen King,2011,11/22/63,11/22/63
296,4948,4948,3144982,162,241003008,9.78024E+12,Eric Carle,1969,The Very Hungry Caterpillar,The Very Hungry Caterpillar Board Book
297,135479,135479,1621115,155,140285601,9.78014E+12,Kurt Vonnegut Jr.,1963,Cat's Cradle,Cat's Cradle
298,2493,2493,3234863,1248,451528557,9.78045E+12,"H.G. Wells, Greg Bear, Carlo Pagetti",1895,The Time Machine,The Time Machine
299,7933292,7933292,11283577,69,849946158,9.78085E+12,"Todd Burpo, Lynn Vincent",2010,,Heaven is for Real: A Little Boy's Astounding Story of His Trip to Heaven and Back
300,39999,39999,1148702,178,385751060,9.78039E+12,John Boyne,2006,The Boy in the Striped Pyjamas,The Boy in the Striped Pajamas
301,4900,4900,2877220,1369,1892295490,9.78189E+12,Joseph Conrad,1899,Heart of Darkness,Heart of Darkness
302,7812659,7812659,10829530,117,044654759X,9.78045E+12,Nicholas Sparks,2010,Safe Haven,Safe Haven
303,52529,52529,2001660,113,1582701709,9.78158E+12,Rhonda Byrne,2006,The Secret,"The Secret (The Secret, #1)"
304,227711,227711,1191096,52,60987561,9.78006E+12,Wally Lamb,1998,I Know This Much Is True ,I Know This Much Is True
305,10583,33124137,150017,198,1416524347,9.78142E+12,Stephen King,1983,Pet Sematary,Pet Sematary
306,5203,5203,1003370,61,671021001,9.78067E+12,Wally Lamb,1992,She's Come Undone,She's Come Undone
307,1215032,1215032,2502882,102,756404738,9.78076E+12,Patrick Rothfuss,2011,The Wise Man's Fear,"The Wise Man's Fear (The Kingkiller Chronicle, #2)"
308,33724,33724,2888997,94,440241901,9.78044E+12,Sophie Kinsella,2003,Can You Keep a Secret?,Can You Keep a Secret?
309,6752378,6752378,6948844,96,1442403543,9.78144E+12,Cassandra Clare,2011,City of Fallen Angels,"City of Fallen Angels (The Mortal Instruments, #4)"
310,14748,14748,2796838,71,743418174,9.78074E+12,Jennifer Weiner,2001,Good in Bed,"Good in Bed (Cannie Shapiro, #1)"
311,3412,3412,816449,201,380018179,9.78038E+12,Colleen McCullough,1977,The Thorn Birds,The Thorn Birds
312,2213661,2213661,2219449,129,60530928,9.78006E+12,"Neil Gaiman, Dave McKean",2008,The Graveyard Book,The Graveyard Book
313,13158800,13158800,18337340,113,1451681739,9.78145E+12,M.L. Stedman,2012,The Light Between Oceans,The Light Between Oceans
314,28194,28194,2628323,134,439709105,9.78044E+12,"Cornelia Funke, Anthea Bell",2003,Tintenherz,"Inkheart (Inkworld, #1)"
315,4894,4894,3332594,128,91883768,9.78009E+12,"Spencer Johnson, Kenneth H. Blanchard",1998,Who Moved My Cheese?,Who Moved My Cheese?
316,9791,9791,613469,95,307279464,9.78031E+12,Bill Bryson,1997,A Walk in the Woods,A Walk in the Woods
317,13214,13214,1413589,107,553279378,9.78055E+12,Maya Angelou,1969,I Know Why the Caged Bird Sings,I Know Why the Caged Bird Sings
318,15818107,15818107,21545713,65,61950726,9.78006E+12,Christina Baker Kline,2013,Orphan Train,Orphan Train
319,8755776,8755776,13629058,101,1442416866,9.78144E+12,Cassandra Clare,2012,City of Lost Souls,"City of Lost Souls (The Mortal Instruments, #5)"
320,13526165,13526165,17626728,78,316204277,9.78032E+12,Maria Semple,2012,"Where'd You Go, Bernadette","Where'd You Go, Bernadette"
321,10365,10365,115,69,375806814,9.78038E+12,Wilson Rawls,1961,Where the Red Fern Grows,Where the Red Fern Grows
322,14497,14497,16534,152,60557818,9.78006E+12,Neil Gaiman,1996,Neverwhere,Neverwhere
323,9717,9717,4489585,274,571224385,9.78057E+12,"Milan Kundera, Michael Henry Heim",1984,Nesnesitelná lehkost bytí,The Unbearable Lightness of Being
324,16068905,16068905,21861351,80,,,Rainbow Rowell,2013,,Fangirl
325,4473,4473,1734019,138,552135399,9.78055E+12,John Irving,1989,A Prayer for Owen Meany,A Prayer for Owen Meany
326,32234,32234,1223333,96,316182540,9.78032E+12,Janet Fitch,1999,White Oleander,White Oleander
327,9275658,9275658,14157512,91,039925675X,9.7804E+12,Marie Lu,2011,Legend,"Legend (Legend, #1)"
328,14866,14866,3375915,84,743496728,9.78074E+12,Jodi Picoult,2007,Nineteen Minutes,Nineteen Minutes
329,2318271,2318271,3364076,111,1401323251,9.7814E+12,"Randy Pausch, Jeffrey Zaslow",2008,The Last Lecture,The Last Lecture
330,228665,228665,2008238,94,812511816,9.78081E+12,Robert Jordan,1990,The Eye of the World,"The Eye of the World (Wheel of Time, #1)"
331,10916,10916,3349846,76,61150142,9.78006E+12,Jodi Picoult,1998,The Pact,The Pact
332,65605,65605,1031537,312,60764902,9.78006E+12,C.S. Lewis,1953,The magician's nephew,"The Magician's Nephew (Chronicles of Narnia, #6)"
333,2153405,2153405,2158906,107,595440096,9.7806E+12,Lisa Genova,2007,Still Alice,Still Alice
334,13596809,13596809,19186128,81,425263916,9.78043E+12,Sylvia Day,2012,Reflected in You,"Reflected in You (Crossfire, #2)"
335,6689,6689,2379261,182,375814248,9.78038E+12,"Roald Dahl, Quentin Blake",1961,James and the Giant Peach,James and the Giant Peach
336,13137,13137,1711194,107,446696617,9.78045E+12,James Patterson,2001,1st To Die,"1st to Die (Women's Murder Club, #1)"
337,13,13,135328,32,345453743,9.78035E+12,Douglas Adams,1996,The Ultimate Hitchhiker's Guide: Five Complete Novels and One Story,The Ultimate Hitchhiker's Guide to the Galaxy
338,6280118,6280118,6463667,129,340896965,9.78034E+12,David Nicholls,2009,One Day,One Day
339,32929,32929,1086867,98,60775858,9.78006E+12,"Margaret Wise Brown, Clement Hurd",1947,,Goodnight Moon
340,7747374,7747374,10576999,38,61969559,9.78006E+12,Pittacus Lore,2010,I Am Number Four,"I Am Number Four (Lorien Legacies, #1)"
341,1371,1371,3293141,1726,140275363,9.78014E+12,"Homer, Robert Fagles, Frédéric Mugler, Bernard Knox",-750,Ἰλιάς,The Iliad
342,13497818,13497818,19926990,139,316228532,9.78032E+12,J.K. Rowling,2012,The Casual Vacancy,The Casual Vacancy
343,24192,24192,1022176,120,385339690,9.78039E+12,John Grisham,1996,The Runaway Jury,The Runaway Jury
344,4138,4138,2086690,54,316777730,9.78032E+12,David Sedaris,1997,Naked,Naked
345,45978,45978,2035753,163,375840400,9.78038E+12,Christopher Paolini,2005,Eldest,"Eldest (The Inheritance Cycle, #2)"
346,236093,236093,1993810,1474,140621679,9.78014E+12,"L. Frank Baum, W.W. Denslow",1900,The Wonderful Wizard of Oz,"The Wonderful Wizard of Oz (Oz, #1)"
347,121749,121749,3348636,348,000720230X,9.78001E+12,C.S. Lewis,1951,Prince Caspian: The Return to Narnia,"Prince Caspian (Chronicles of Narnia, #2)"
348,16143347,16143347,21975829,77,,,E. Lockhart,2014,We Were Liars,We Were Liars
349,11590,11590,3048937,211,450031063,9.78045E+12,Stephen King,1975,Salem's Lot,'Salem's Lot
350,7745,7745,1309111,98,679785892,9.78068E+12,"Hunter S. Thompson, Ralph Steadman",1971,Fear and Loathing in Las Vegas: A Savage Journey to the Heart of the American Dream,Fear and Loathing in Las Vegas
351,10025305,10025305,6674845,99,1416975888,9.78142E+12,Cassandra Clare,2011,Clockwork Prince,"Clockwork Prince (The Infernal Devices, #2)"
352,20910157,20910157,40098620,29,62268341,9.78006E+12,Amy Poehler,2014,Yes Please,Yes Please
353,12996,12996,995103,1053,743477553,9.78074E+12,William Shakespeare,1603,"The Tragedy of Othello, The Moor of Venice",Othello
354,6149,6149,736076,153,1400033411,9.7814E+12,Toni Morrison,1987,Beloved,Beloved
355,3236307,3236307,3270810,87,015206396X,9.78015E+12,Kristin Cashore,2008,Graceling,"Graceling (Graceling Realm, #1)"
356,78411,78411,1069597,126,439206472,9.78044E+12,"Lemony Snicket, Brett Helquist",1999,The Bad Beginning,"The Bad Beginning (A Series of Unfortunate Events, #1)"
